hName,hGender,widowed,hClass,hOccupaton,hOccCat,hLocale,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOcc,boccCat,bLocale,bActive,bID,bOMID,term,pL,pD,pF,pS,nurse,man.,age_man,actTitle,actDate,actYear,ActDescription,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItemOMID,rights,actID,actOMID
Giannetta Salvago,female,,nobiles,,,,1422–1447,c215ec8f-d008-4450-a800-74a61fecc946,37204,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,23,1424–1447,8c091cd9-1f94-4219-8f6d-fc2942243f29,37609,Giorgio de Carmo,male,artefices,revenditor raubarum,urban shopkeepers,,1422–1447,45dccfbf-0629-40e8-a5e4-a39445ef48da,37399,7.6,70,,,,,,30.6,"Antonio Fazio, filza 13, series I, nr. 397",1447,1447,"A certain Giannetta Salvagi leases out the Russian slave Marta, who is 23 years of age, to a certain Giorgio de Carmo, revenditor raubarum, for 7 years 8 months and 70 lire.",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 587,e8914049-a5fb-484b-a5f8-a2b818ee4827,37799,Archivio di stato di Genova,251b92c5-5352-4619-9c99-6d6e4ac2782a,
Brigida Spinola,female,,nobiles,,,,1456–1481,791446ce-f6e8-4420-a16f-ba16909e7099,37170,Anna,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,30,1451–1481,6d5713c8-6ac2-4ba0-b7f5-54d93f4bbd70,37555,Benedetto de Via,male,artefices,seatarius,silk workers,,1456–1481,00e0b2f2-a35a-4252-b6e3-336e531e9a42,37359,15,130,,,,,,45,"Tommaso Duracino, filza 23, series II, nr. 303",1481-07-04,1481,"A certain Brigida Spinola leases out the Moorish slave Anna, who is 30 years of age, to a certain Benedetto de Via, setaiolo, for 15 years and 130 lire. The date is approximate.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 910,92178dce-9229-479d-8bcf-adf522cd5e8e,37850,Archivio di stato di Genova,765f029a-5de9-43fd-a622-8a0008fa9a26,
Franchetta Doria,female,,nobiles,,,,1445–1470,d2a98cd9-c78c-4168-a23b-7fb8ba48da7a,30325,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,32,1438–1470,8af43c3c-2ac9-422f-82d1-68d7eabd1b3f,37592,Oberto Foglietta,male,artefices,notarius,professionals,,1445–1470,81f48433-23d8-400f-af76-6c8483a8b922,23507,13,114.25,,,,,,45,"Lorenzo Costa, filza 4, nr. 270",1470,1470,"A certain Francheta Grillo leases the Russian slave Maddalena, who is 32 years of age, to the notary Oberto Foglietta, for 13 years and 114 lire, 4 soldi, 8 denari.",Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 990,7d98cf5b-afee-4d2f-a62c-4325e4b3d351,37859,Archivio di stato di Genova,00e1fbed-bbc4-4957-86fb-42b852275afe,
Stregino Salvago,male,,nobiles,,,,1391–1416,c3d24813-1cb3-44dc-90d5-5bb8604e422f,37292,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,22,1394–1416,869990cb-8379-48e4-a938-ae87ae10ae30,37719,Giovanni de Alexandria,male,artefices,notarius,professionals,Alessandria,1391–1416,187c4176-0c50-42bc-8ed5-b974d2f9ae24,37404,6,50,,,,y,,28,"Giuliano Canella, register 5, 1415–1417, fol. 160v",1416-06-23,1416,"A certain Stregino Salvagi leases out the Circassian slave Lucia, who is 22 years of age, to a certain ---, for 6 years and 50 lire. She is leased for the purpose of wet-nursing.",Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Notai antichi 482,3bdca31d-2a31-4dc7-a250-9ad08f4e3f4d,37782,Archivio di stato di Genova,cb1155d1-f0ba-4e91-8ae6-15c6b1e255d3,
Bartolomeo Cattaneo,male,,nobiles,,,,1402–1427,6269ce4d-7a40-46a9-b4f4-8b9f56f69004,26638,Eliana,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,20,1407–1427,33594343-a144-4f9e-a361-51007f0a4d46,37520,Battista de Bargalio,male,artefices,calzolarius,leather workers,Bargagli,1402–1427,730bcc55-406f-4f5f-98a3-2beaa6c5d94b,37154,2,40,,,,y,,22,"Branca Bagnara, filza 1, series I, nr. 150",1427,1427,"A certain Bartolomeo Cattaneo rents out the Tartaran slave Eliana, who is 20 years of age, to a certain Battista de Bargalio for two years at 20 lire per year.",Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 648,11d750e8-849d-41ba-8684-a00ff903457b,37813,Archivio di stato di Genova,8ad72a9b-5cc9-4887-a62f-7e815eb574c7,
Ottobono Lomellini,male,,nobiles,,,,1472–1497,271ffab6-aa40-465c-8e23-93203f11a771,24950,Maria,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,30,1467–1497,35ab8300-01ea-41e2-8434-4839ee9aafe6,37692,Girolamo de Canali,male,artefices,seatarius,silk workers,Canale,1472–1497,a3dd4b94-0d3a-4201-9d2c-d00c10658d4c,37415,12,150,,,,,y,42,"Niccolò Raggi, filza 24, nrs. 50–51",1497,1497,"A certain Ottobono Lomellini rents out the Bosnian slave Maria, who is 30 years of age, to a certain Girolamo de Canale, who is a silk-maker, for 12 years at a cost of 150 lire. At the end of the contract she is to be freed. This deed is coupled with n. 50 from the same series.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1036,d1705484-6b73-4195-a234-3e2cf5620573,37750,Archivio di stato di Genova,afe29c2b-ca61-4199-a4b4-f8902011535c,
Giovanni Spinola,male,,nobiles,,,,1467–1492,d64852dd-80a1-4c47-9124-06cb9ab2fdfb,25706,Maddalena,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,28,1464–1492,04215279-51a4-4950-8b34-cf69522bd663,37623,Uberto de Magnasco,male,artefices,seatarius,silk workers,Magnasco,1467–1492,4f683852-69e7-43cd-95b0-d45d2dabd57b,37487,10,100,,,,,y,38,"Niccolò Raggi, filza 21, nr. 559",1492,1492,"A certain Giovanni Spinola leases out the Moorish slave Maddalena, who is 28 years of age, to a certain Uberto de Magnasco, setaiolo, for 10 years and 100 lire. She is to be freed at the end of the lease.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1033,f233a41c-6552-4332-9af8-9e2a8d8a01f8,37748,Archivio di stato di Genova,ee71d52f-8b35-4c07-8ebf-74aca5adfc8e,
Niccolò Piccamiglio,male,,nobiles,,,,1461–1486,c40c1faf-28ac-461d-9c7e-63b670896e46,27303,Maria,,,,female,,–1486,0c235d3a-f71a-40d4-b09f-5051b4c902a6,37681,Giovanni de Novi,male,artefices,notarius,professionals,Novi Ligure,1461–1486,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,12,120,,,,,,12,"Niccolò Raggi, filza 16, nr. 351",1486,1486,"A certain Niccolò Piccamiglio leases out the --- slave Maria, who is --- years old, to a certain Giovanni de Novi, for 12 years and 120 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028d,f33dd22c-59f1-4d4d-ba92-f60bd5c809bc,37744,Archivio di stato di Genova,40ff7451-15e8-419d-954d-218dc6b3ba13,
Guglielmo Assereto,male,,nobiles,revenditor raubarum et iocalium,,,1396–1421,d7f038f2-5c30-4297-bd2c-8aa2461aff19,30575,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,25,1396–1421,4a0aea9c-72c2-46a7-a0c8-1972e9466d38,37635,Bartolomeo de Uvada,male,artefices,lanerius,wool workers,Ovada,1396–1421,5a99961c-3658-42fd-85dd-935dca595741,37348,10,70,,,,y,,35,"Bartolomeo Gatto, register 11, 1412–1427, fol. 188v",1421,1421,"A certain Guglielmo Assereto, revenditor raubarum et iocalium, leases the Circassian slave Lucia, who is 25 years of age, to a certain Bartolomeo de Uvada, lanaiolo, for 10 years and 70 lire. She is leased for the purpose of wet-nursing.",Bartolomeo Gatto,22040981-79fe-44f2-848b-79024ace6c62,23524,Notai antichi 406,355c96db-d64c-4335-a124-1daba0a29ec3,37778,Archivio di stato di Genova,3ad25206-8b95-452b-b1c6-a24fd6f583c7,
Francesco Grimaldi,male,,nobiles,,,,1468–1493,db911df9-35d1-41aa-a160-d44fd49046ca,30305,Giorgino,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,30,1463–1493,65ae8535-fb4e-4ec8-b2bf-02d32d860213,37588,Gabriele de Pinu,male,artefices,calzolarius,leather workers,Pinu,1468–1493,8a92daf0-ab0e-41e7-961e-3e3af422fcd7,30331,4,100,,,,,y,34,"Antonio Pastorino, filza 7, nr. 6",1493,1493,"A certain Francesco Grimaldi leases out the Moorish slave Giorgino, who is 30 years of age, to a certain Gabriele de Pinu, calzolaio, for 4 years and 100 lire. She is to be freed at the end of the lease.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1296,f2396d45-2c6c-4ea3-93ff-fbd7be51a8fb,37767,Archivio di stato di Genova,8b0e105f-1646-4fd1-84a4-6b47cdc2467d,
Teramo Centurione,male,,nobiles,,,,1449–1474,461360ec-6acf-489a-8742-1eb00b7c7082,27466,Micaela,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,16,1458–1474,644bf455-0d73-4856-9890-84351c0fb4ca,37723,Paolo de Puteobonelo,male,artefices,,,Savona,1449–1474,8f47b758-41c3-4891-84e5-97dc41595f95,37458,6,72,,,,,y,22,"Tommaso Duracino, filza 17, nr. 681",1474-09-20,1474,"A certain Teramo Centurione rents out the Russian slave Micaela, who is 16 years of age, to a certain Paolo de Puteobonelo, for 6 years in return for 72 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,19f9d922-7723-4f33-aaf3-35b7f496782c,
Tommaso Grimaldi,male,,nobiles,,,,1449–1474,608dc056-787f-4b3a-96d6-46fb9a8a586f,37301,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,23,1451–1474,a0df6e7b-4323-4f48-93fc-67ffb1bb8515,37732,Lorenzo Cacia,male,artefices,,,Valle Stura di Demonte,1449–1474,40991a12-a6cd-47de-8c61-91681adc6565,37434,10,120,,,,,y,33,"Tommaso Duracino, filza 17, nr. 720",1474-09-20,1474,"A certain Tommaso Grimaldi rents the Russian slave Caterina, who is 23 years old, to a certain Lorenzo Cacia, for 10 years and 120 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,ec8362fa-2be7-4dcf-a466-dc49004359ba,
Giacomo de Passano,male,,nobiles,,,Passano,1424–1449,3fa2c950-84d4-4c6c-a63c-23d6661c0ab5,37201,Lucia,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,30,1419–1449,53458754-0927-46c0-bffd-103ff2c09357,37603,Antonio de Boianis,male,artefices,presbyter,,,1424–1449,8ace06d4-ff2e-40b1-9704-9e5560112840,37333,10,80,,,,,,40,"Battista Crosa, filza 1, nr. 645",1449,1449,"A certain Giacomo da Passano leases out the Greek slave Lucia, who is 30 years of age, to a certain Antonio de Boianis, prete, for 10 years and 80 lire.",Battista Crosa,c2fa935f-c9fa-4094-b8d5-e728981dbc07,31225,Notai antichi 645,421af37d-1ae9-4961-961f-56f6159eaefb,37812,Archivio di stato di Genova,71a1c7d4-9b0d-4022-8d66-79478724a235,
Pellegro Salvago,male,,nobiles,,,,1461–1486,984c0528-6e5c-4598-b299-30f82fa19953,25550,Lucia,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,24,1462–1486,8b6f0791-d184-4ac5-addd-e0fe707e04d7,35249,Bernardo de Luca,male,artefices,,,,1461–1486,85cab5ee-3a36-4a48-88e9-039055668830,37363,6,120,,,,,y,30,"Davide Staliano, filza 1, nr. 19",1486-10-15,1486,"A certain Pellegro Salvago leases out the enslaved Bosnian slave woman named Lucia, who is 24 years of age, to a certain Bernardo de Luca, for 6 years and 120 Genoese lire. At the end of the contract she is to be freed.",Davide Staliano,8fc4bd5f-1e73-448f-9350-3be6e9522d7a,31229,Notai antichi 1274bis,c35d840f-fae3-4273-8a50-9a65baf713a8,37761,Archivio di stato di Genova,55b9a860-42fd-46f4-b4d7-8731ae986c56,
Soldano Cattaneo,male,,nobiles,,,,1435–1460,703e631c-e784-4412-a641-ef16e98e4118,37290,Margherita,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,25,1435–1460,49b8b442-2447-4af9-8c67-8a4cd23e15f9,37717,Raffaele de Marco,male,artefices,,,,1435–1460,2b3f36da-f2bf-41a5-87e5-0510683045d3,37470,11,96,,,,,y,36,"Tommaso Duracino, filza 5, nr. 627 (formerly nr. 622)",1460-12-22,1460,"A certain Soldano Cattaneo rents out the Greek slave Margherita, who is 25 years of age, to a certain Raffaele de Marco, for 11 years at a cost of 96 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,6cadb4c3-9a6e-434b-b29f-fd8edd232cc7,
Illario de Croce,male,,nobiles,,,,1500–1525,9d5b53e7-1ea9-4020-8fbb-c3c5e8d70896,27158,Maria,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,33,1492–1525,3ee7f952-7135-4411-95a7-5777dbbffeea,35629,Davide Giordano,male,artefices,,,,1500–1525,561d2014-191b-4825-baf1-f7d77d90516c,30241,7,125,,,,,y,40,"Niccolò de Coronato Pallavicini, filza 6, nr. 245",1525-11-13,1525,,,,,,,,,,
Costantino Doria,male,,nobiles,,,,1466–1491,a1956a64-9323-47a6-afc4-2763cb4a9e47,37175,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,30,1461–1491,b0e352b3-9e56-4dcd-8dd4-5014c6c3aae8,37562,Giacomo de Domoculta,male,artefices,,,,1466–1491,5001f7bb-d469-4532-8d85-cc41185152b2,37392,12,100,,,,,y,42,"Girolamo Loggia, filza 4, series I, nr. 104",1491,1491,"A certain Costantino Doria leases out the Moorish slave Caterina, who is 30 years old, to a certain Iacopo Domoculta, for 12 years and 100 lire. At the end of the term she is to be freed.",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1124,da9382e8-ca43-4244-9b60-0c21e74afe65,37755,Archivio di stato di Genova,5a7bfe14-a33c-4e8f-885f-2491044273c6,
Benedetto de Passano,male,,nobiles,,,,1468–1493,d024f95d-b908-430b-b43e-03a51293b449,37164,Calì,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,male,,–1493,e9154417-6e8c-4999-870f-9815877a55e7,37545,Paolo Salucio,male,artefices,seatarius,silk workers,,1468–1493,c907d85e-3c09-48eb-99f1-a6ddb403b9d9,37459,10,100,,12,,,y,,"Antonio Pastorino, filza 7, nr. 414",1493,1493,"A certain Benedetto de Passano leases out the enslaved Albanian man named Calì, whose age is not indicated, to a certain Paolo Saluccio, seatarius, for 10 years and 100 lire. At the end of the contract he is to be freed.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1296,f2396d45-2c6c-4ea3-93ff-fbd7be51a8fb,37767,Archivio di stato di Genova,7439ea7f-ca05-44d2-ab47-e9b946eb859f,
Paolo Cattaneo,male,,nobiles,,,,1360–1385,074f1184-a575-4f77-829a-8caf1221e369,37274,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,,–1385,a431262e-3c84-4a45-8ded-8b15d34516a5,37693,Niccolò de Rossano,male,artefices,,,,1360–1385,62be59a4-ff56-4a20-ae0d-68f48c9c629b,37448,2.75,30,,,,y,,2.75,"Niccolò de Belignano, register 2, 1366–1384, fol. 108r",1385-02-21,1385,"A certain Paolo Cattaneo leases out the Tartaran slave Lucia, who is --- years of age, to a certain Niccolò di Rossano, for 33 months and 30 lire. She is to serve as a wet-nurse.",Niccolò de Belignano,4861139c-2207-40a6-98aa-baf91a24149a,37109,Notai antichi 376,66957184-adbd-4956-957e-41aaf7e5e6fb,37777,Archivio di stato di Genova,c161b423-7d2c-4fd3-9a1d-f55571b89101,
Battista Cattaneo,male,,nobiles,,,,1447–1472,1062ca11-24b7-4a7d-92ac-15c9ed8701de,30103,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,20,1452–1472,c4da1c91-87a3-4ea9-b512-c25e96cb5e20,37531,Antonio Carrega,male,artefices,,,,1447–1472,0dd814dc-5fb0-4f8b-9278-418dc4ffb34d,37135,1,20,,,,,,21,"Giacomo Rondanina, filza 7, series I, nr. 174",1472,1472,"A certain Battista Cattaneo leases out the enslaved Russian woman named Caterina, who is 20 years of age, to a certain Antonio Carrega, quale nutrice, for one year and 20 Genoese lire.",Giacomo Rondanina,d531a40e-11b3-4045-b5f5-bc9ce73b3fe9,25524,Notai antichi 880,603ec964-701a-450f-9dfb-6467635596ae,37832,Archivio di stato di Genova,d941690f-e9aa-41e8-ae4e-9f29f5fc6892,
Federico Centurione,male,,nobiles,,,,1433–1458,d6d5d3d0-1846-4251-9a26-9acb6a497135,23250,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,22,1436–1458,f5ece584-6a7c-4771-b781-90178272a894,37578,Bartolomeo de Ripalta,male,artefices,,,,1433–1458,dc012c0b-7c9f-406b-93e5-ede63ba010e3,37347,2,40,,,,,,24,"Bartolomeo Risso, filza 5, series II, nr. 9",1458-02-04,1458,"A certain Federico Centurione rents out the Circassian slave Caterina, who is 22 years of age, to a certain Bartolomeo de Ripalta, for 2 years and 40 lire.",Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,e76b500e-3fd1-469e-b89f-8b4ab8e6ef74,
Benedetto Pinelli,male,,nobiles,,,,1473–1498,518c3e43-d212-433a-b726-9ac84850ab44,25470,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,20,1478–1498,5924ada5-aab1-4ae8-8eae-db0696a0d8fc,37548,Giovanni Agostino de Illuminatis,male,artefices,,,,1473–1498,4f5b9614-4b28-41b0-a56b-a63d8c0630c4,37401,8,75,,,,,,28,"Cipriano Foglietta, filza 3, nr. 135",1498,1498,"A certain Benedetto Pinelli leases out the Moorish slave Maria, who is 20 years of age, to a certain Giovanni Agostino de Illuminatis, for 8 years and 75 lire.",Cipriano Foglietta,6ebf5d66-ca62-4f6a-87f6-b649ad204b8a,23505,Notai antichi 1356,265c5b03-1ee2-49ae-adaa-d1dc9faa1855,37773,Archivio di stato di Genova,50948b15-8a7d-4ea0-a263-9ad7fa82d87f,
Paolo Grillo,male,,nobiles,seatarius,silk workers,,1424–1449,6a79a0cc-9b9c-402f-be69-8c2f8c4958fe,37276,Margherita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,25,1424–1449,0c1dc9bf-99e5-4d6d-90c6-05f35316cb1e,37696,Antonio de Maddalena,male,artefices,cartarius,wool workers,,1424–1449,1ad400e8-efcd-4fc0-9c97-22bfe226b3cf,37334,3,25,,,,,,28,"Antonio Fazio, filza 13, series II, nr. 323",1449,1449,"A certain Paolo Grillo setaiolo rents out the Russian slave Margherita, who is 25 years of age, to a certain Antonio de Maddalena cartarius for three years and 25 lire.",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 587,e8914049-a5fb-484b-a5f8-a2b818ee4827,37799,Archivio di stato di Genova,1ac1662a-23ee-4cb6-8fbd-a0fad3ff6919,
Luciano de Marini,male,,nobiles,,,,1430–1455,e27fb698-44a1-4f73-a289-890a1c181b67,30659,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,17,1438–1455,8f0f768a-aadb-4451-a024-2bef9242f2e6,37645,Giacomo de Bonis,male,artefices,barberius,urban shopkeepers,,1430–1455,0f8e29e0-d1cc-4b1d-b577-350395ac33e9,37390,13,95,,,,,,30,"Tommaso Duracino, filza 2, series I, nr. 273",1455-08-18,1455,"A certain Lucano de Marini and Lodisio de Rocheta q. Cristoforo rents out the Circassian slave Caterina, who is 17 years of age, to a certain barber Giacomo de Bonis de Cassano q. Pietro, for 13 years and 95 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,4a4465ee-d815-4d33-9d08-d3441d420096,
Filippo Gentile,male,,nobiles,,,,1474–1499,40badc6f-03ae-4e9c-b68d-85786ed45cac,37186,Maddalena,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,25,1474–1499,d07fdcc0-7f45-42e3-9376-0e734e0a981b,37579,Antonio Sesterio,male,artefices,calzolarius,leather workers,,1474–1499,c9dd6f7e-078e-46df-969e-1e5efb4ecc09,37341,12,90,,,,,,37,"Antonio Pastorino, filza 15, nr. 369",1499,1499,"A certain Filippo Gentile leases out the Moorish slave Maddalena, who is 25 years of age, to a certain Antonio Sesterio, calzolaio, for 12 years and 90 lire.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1304,9c4c0f27-0000-4a80-a013-f501e8fb5450,37771,Archivio di stato di Genova,7a8e8a32-b4a6-4418-890c-58bd2a012c93,
Giacomo Celesia,male,,nobiles,,,,1395–1420,da248f32-af75-4bff-ade0-d11062e0ceda,37197,Clara,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,36,1384–1420,205b6f6f-a5e0-4c3e-84c7-6fd2df044585,37598,Pietro de Garrono,male,artefices,cultelerius,metal workers,,1395–1420,0658e67d-25ca-4abc-9e0f-71bd1909baf7,37464,2,29,,,,,,38,"Tommaso Boveto, filza 2, series II, nr. 161",1420,1420,"A certain Giacomo Celesia rents out the Tartaran slave Clara, who is 36 years of age, to a certain Pietro de Garono, cultelerius, for 2 years and 29 lire.",Tommaso Boveto,7486e885-6e8d-4921-9790-e31ebb539cde,23110,Notai antichi 613,ee885284-9c47-4360-9abd-3f732c1629dd,37808,Archivio di stato di Genova,31756ba5-bd45-47b9-aa65-ace92b8ced04,
Bartolomeo Ittaliano,male,,nobiles,,,,1453–1478,0324f1fc-8f33-4986-bf7f-25c6ac3d22ab,23753,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,34,1444–1478,fd8d11f0-588e-4021-929f-2989c2629baf,37530,Lodisio de Brevei,male,artefices,notarius,professionals,,1453–1478,745c8c9f-6480-4ab3-a9cb-675c9877fd7d,37430,12,120,,,,,,46,"Pellegro Testa, filza 2, item dated 1478-01-21",1478-01-21,1478,"A certain Bartolomeo Ittaliano rents the Russian slave Caterina, who is 34 years of age, to a certain notary Lodisio de Brevei, for 12 years and 120 lire.",Pellegro Testa,0154948b-b25b-490d-a87c-ac1102687235,25804,Notai antichi 1143,e2d9f375-a22d-4d57-944e-973a5c83c875,37756,Archivio di stato di Genova,c6dbee64-f7e8-4a5f-b954-ccfa7204ceb0,
Simone Calvi,male,,nobiles,,,,1419–1444,7189af92-6bfa-44a9-9205-f8f3afbcc5b2,30904,Caterina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,35,1409–1444,7dcf3939-dd8e-4560-8e94-655aae383d23,37713,Guglielmo Lenza,male,artefices,barberius,urban shopkeepers,,1419–1444,2e4eae8b-04be-41be-aad5-fd237eae9fd9,37424,12,100,,,,,,47,"Branca Bagnara, filza 8, series I, nr. 268",1444,1444,"A certain Simone Calvi leases out the Abkhazan slave Caterina, who is 35 years of age, to a certain Guglielmo Lenza, barberius, for 12 years and 100 lire.",Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 655,69147dee-cb75-4c2f-8f48-b91dc69a8020,37815,Archivio di stato di Genova,804db6fb-f6b2-4699-a7b4-3380edf42cae,
Simone Lercari,male,,nobiles,,,,1462–1487,d86e560c-77a8-4a7b-b351-f150fff1a1b8,23857,Margherita,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,35,1452–1487,c5ee5be3-5436-48a5-b7a5-5cb059fc07ab,37715,Battista Pasagio,male,artefices,seatarius,silk workers,,1462–1487,5b64ef55-d61c-4f3c-a4a2-89dd87ef91cf,26684,12,100,,,,,,47,"Tommaso Duracino, filza 26, series II, nr. 48",1487-01-09,1487,"A certain Simone Lercaro rents out the Bulgarian slave Margherita, who is 35 years of age, to a certain silk-maker Battista Pasagio, for 12 years at a price of 100 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 913,40f99e6c-92cc-4599-832b-e39bf2093206,37852,Archivio di stato di Genova,51bb44b6-2f8c-4074-9a07-3e9ea0a08b18,
Luchino Spinola,male,,nobiles,,,,1401–1426,c7cd65b7-a085-4381-90aa-c891e0baf2d9,37239,Calì,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,male,40,1386–1426,dafd86d9-29a3-4fe5-9203-b0418f7c9bac,37652,Gaspare de Lanfranco,male,artefices,,,,1401–1426,bbffa46c-0696-45f8-bf4d-81ba8010c3e4,30356,8,58,,,,,,48,"Branca Bagnara, register 3, 1426–1428, fols. 43r–44r",1426-10-03,1426,"A certain Luchino Spinola leases out the Hungarian slave Calì, who is 40 years of age, to a certain Gaspare Lanfranco, for 8 years and 58 lire.",Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 508,8c7b8433-45ba-4286-ba8e-6afc10e1139a,37788,Archivio di stato di Genova,fde5cb02-f834-4968-b505-17ad33652f6c,
Battista Palamide,male,,,,,,1467–1492,0fc9c6a4-9ead-4e55-b52a-93895d65d864,37161,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,45,1447–1492,42eedd52-b043-4073-9601-8bd08c556c46,37541,Giraforte Costa,male,artefices,draperius,wool workers,,1467–1492,0807ec80-6fbe-4437-950c-3e8a6bd6ee27,37413,10,95,,,,,,55,"Antonio Pastorino, filza 6, nr. 254",1492,1492,"A certain Battista Palamide leases the Russian slave Maddalena, who is 45 years of age, to a certain Giriforte de Costa, drappiere, for 10 years and 95 lire.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1295,6d9e2c25-f581-42ab-abaf-c05ac6dc8360,37766,Archivio di stato di Genova,c585c2b6-618b-4cf6-ad5d-27b0d9f19634,
